,Smiles,Molecular Weight,#RO5 Violations,AlogP,Standard Value
2446,CCOc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,398.76,1.0,5.2,355.0
2447,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,366.79,0.0,4.88,8.0
2448,CS(=O)(=O)Nc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,447.82,0.0,4.17,40100.0
2449,COc1ccc(CNc2nc(Cl)nc3cc(-c4cccs4)ccc23)cc1,381.89,1.0,5.63,50000.0
2450,COC(=O)CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,395.42,0.0,1.49,459700.0
2451,CC(=O)Nc1ccc(-c2cc(C)nn2-c2ccc(Br)cc2)cc1,370.25,0.0,4.57,550.0
2452,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,173.13,0.0,-1.76,83920.83238825416
2453,CC1(C)OC(=O)C(Oc2cnccn2)=C1c1ccc(S(C)(=O)=O)cc1,360.39,0.0,2.01,550.0
2454,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,405.5,1.0,-3.59,83920.8813447616
2455,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(C(=O)O)cc2)cc1,360.35,0.0,1.44,59000.0
2456,CC(=O)Oc1ccccc1C(=O)Oc1ccc(CCO)cc1,300.31,0.0,2.37,380.0
2457,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,274.8,0.0,3.82,83920.85388234683
2458,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.[Na+],333.35,0.0,0.77,83920.86618518845
2459,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1C,383.9,0.0,4.74,4500.0
2460,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],303.2,0.0,1.94,83920.85984509617
2461,C/C(=N/OCc1ccccc1Nc1c(Cl)cccc1Cl)C(=O)O,353.21,0.0,4.71,100.0
2462,Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,357.79,0.0,4.16,74910.0
2463,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(N2CCOCC2=O)cc1,408.41,0.0,2.56,12640.0
2464,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,310.31,0.0,2.59,52390.0
2465,CC(=O)c1cc(C(C)=O)c2c(=O)cc(-c3ccccc3)oc2c1,306.32,0.0,3.87,2700.0
2466,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CCCC3)c2)c(F)c1,371.41,0.0,4.71,100000.0
2467,CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCCCc3ccccc3)c2)c(F)c1,421.47,1.0,5.4,6200.0
2468,CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2C)c1,383.49,1.0,5.52,1400.0
2469,COc1c(C(C)(C)C)cc(-c2cc(=S)ss2)cc1C(C)(C)C,352.59,1.0,6.81,47.2
2470,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,367.45,0.0,2.23,83920.87338933897
2471,CN(C)c1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,342.42,0.0,2.4,10000.0
2472,CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,548.63,1.0,3.48,83920.91159449336
2473,CSc1ccc(C2=C(c3ccccc3)C(=O)OC2=O)cc1,296.35,0.0,3.4,18450.0
2474,O=C(CNS(=O)(=O)c1ccccc1C(=O)O)Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,479.34,0.0,4.28,100000.0
2475,CC(=O)NS(=O)(=O)c1cc(-c2ccn(C(F)F)c(=O)c2)ccc1C(=O)O,386.33,0.0,1.43,2600.0
2476,COc1ccc2c(c1)c1c(n2Cc2ccc(S(C)(=O)=O)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,673.25,2.0,5.72,109200.0
2477,CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)ccc1S(N)(=O)=O,472.88,0.0,3.5,5000.0
2478,COc1ccc2c(c1)c(CC(=O)N1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,424.93,0.0,4.86,17000.0
2479,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2F)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,627.13,2.0,6.1,126000.0
2480,COC1(c2cc(F)cc(OCCCN3CCc4c(c5ccccc5n4C(=O)c4ccccc4)C3)c2)CCOCC1.Cl,579.11,2.0,5.95,101900.0
2481,COc1ccc2c(c1)c1c(n2C(=O)c2ccc(S(=O)(=O)/N=C/N(C)C)cc2)CCN(CCCOc2cc(F)cc(C3(OC)CCOCC3)c2)C1.Cl,743.3,2.0,5.24,83920.95264880641
2482,CS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2cccnc2)cc1,349.36,0.0,3.28,20700.0
2483,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cnc3ccccc3c2)cc1,417.41,0.0,4.51,630.0
2484,Clc1ccc(-c2nn(-c3ccccc3)c3c2CCCC3)cc1,308.81,1.0,5.07,620.0
2485,CS(=O)(=O)c1ccc(-c2sc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,423.53,1.0,5.61,18.0
2486,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,414.38,0.0,4.11,954.99
2487,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(C(F)(F)F)c3)CCC2)cc1,384.39,1.0,5.34,100000.0
2488,Cc1ccc(-c2[se]ncc2-c2ccc(Cl)cc2)cc1,332.69,0.1437464415737073,3.4158312718294788,0.0
2489,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2Cl)cc1,416.33,1.0,6.21,10.0
2490,CS(=O)(=O)c1ccc(-c2[nH]c3ccc(Br)cc3c2-c2ccccc2)cc1,426.34,1.0,5.67,1.409
2491,CS(=O)(=O)/C=C/c1cccc(C(=O)c2ccccc2)c1,286.35,0.0,2.93,83920.85630583164
2492,CN(C)c1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1Cl,375.92,0.0,4.9,5.0
2493,FC(F)(F)c1cc(-c2ccccc2)n(-c2ccccc2)n1,288.27,0.0,4.56,100000.0
2494,COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,398.31,0.0,4.74,8.913
2495,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,411.32,1.0,5.39,80.0
2496,CCn1nccc1NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,450.93,0.0,4.7,700.0
2497,COc1ccc2c(c1)c(CC(=O)NOCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,462.93,1.0,5.09,50.0
2498,NS(=O)(=O)c1ccc(-c2cscc2-c2ccc(F)cc2)cc1,333.41,0.0,3.87,8.0
2499,CS(=O)(=O)c1ccc(-c2[nH]nc(C(F)(F)F)c2-c2ccc(F)cc2)cc1,384.35,0.0,4.31,100000.0
2500,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,314.36,0.0,2.68,1800.0
2501,CCCN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,329.48,0.0,4.67,4000.0
2502,Cc1cnc(NC(=O)C2=C(O)c3sccc3S(=O)(=O)N2C)s1,357.44,0.0,2.01,510.0
2503,N#Cc1c(/N=C/c2ccc(O)cc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,449.31,0.0,4.78,640.0
2504,N#Cc1c(/N=C/c2cccnc2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,434.3,0.0,4.47,9840.0
2505,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2,340.81,0.0,4.32,4240.0
2506,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2,320.4,0.0,4.06,7140.0
2507,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N)cc2)cc1,396.39,0.0,3.51,2640.0
2508,CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2cc(OC)ccc2[nH]1,524.82,2.0,9.9,6250.0
2509,COc1ccc2c(c1)c(Cc1nc(-c3ccc(Cl)cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1,551.89,2.0,7.78,7.0
2510,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)O,572.62,2.0,1.93,450000.0
2511,O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)N[C@@H](CO)C(=O)O)c1ccc(F)cc1,477.51,1.0,0.14,13000.0
2512,O=C(O)C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c1ccc(F)cc1)C(=O)O,418.38,0.0,0.92,110000.0
2513,CS(=O)(=O)c1ccc(-c2sc(-c3ccncc3)nc2-c2ccc(F)cc2)cc1,410.5,1.0,5.08,1600.0
2514,CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,409.51,1.0,5.69,30000.0
2515,FC(F)(F)c1ccc(/N=C/c2c[nH]c3ccccc23)cc1,288.27,0.0,4.94,11600.0
2516,COc1ccc2c(c1)c(CC(=O)Oc1ccc3ccccc3c1)c(C)n2C(=O)c1ccc(Cl)cc1,483.95,1.0,6.6,8000.0
2517,CCc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,333.45,0.0,4.36,270.0
2518,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,0.0,1.6,83920.87527853153
2519,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc2c1OCC2(C)C,300.4,0.0,3.98,3.5
2520,CC[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,412.92,0.0,4.76,130.0
2521,NS(=O)(=O)c1ccc(C2=C(c3cc(F)c(F)c(F)c3)CCC2)cc1,353.37,0.0,3.85,2900.0
2522,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,446.93,0.0,4.89,66000.0
2523,NC(=O)c1cccc(N)c1,136.15,0.0,0.37,83920.8246202632
2524,COC1(c2cc(F)cc(OCCCN3CCc4c(c5cc(S(C)(=O)=O)ccc5n4CCCOc4cc(F)cc(C5(OC)CCOCC5)c4)C3)c2)CCOCC1.Cl,819.41,2.0,6.92,83920.96870925403
2525,COc1ccc(-c2noc(CC(=O)NCc3ccc(CNC(=O)Cc4onc(-c5ccc(OC)cc5)c4-c4ccc(OC)cc4)cc3)c2-c2ccc(OC)cc2)cc1,778.86,2.0,8.08,50000.0
2526,CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,362.37,0.0,4.84,14.13
2527,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1F,337.35,0.0,3.95,110.0
2528,C[C@H](C(=O)N(C)CC(O)(Cn1ccnc1)c1ccc(Cl)cc1Cl)c1cccc(C(=O)c2ccccc2)c1,536.46,2.0,5.57,1930.0
2529,Nc1c(C(=O)N/N=C/c2ccc(C(=O)Oc3ccccc3)cc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12,609.13,2.0,7.91,104.0
2530,CCCCCC1C(C)=c2c(OCc3nnc(SCC(=O)N4CCN(c5ncccn5)CC4)o3)nn(C)c(=O)c2=C1C,580.72,2.0,1.52,6800.0
2531,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,366.79,0.0,4.88,150.0
2532,CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)[C@@H](C(F)(F)F)O2,334.72,0.0,4.33,910.0
2533,Cc1c(C(=O)NC2CCCCC2)nc2ccc(Cl)cc2c1O,318.8,0.0,3.96,1410.0
2534,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.27,0.0,1.77,83920.84910949972
2535,Cc1cc(=O)c(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,358.39,0.0,3.82,1069.05
2536,Cc1nn(C(=O)Cc2ccccc2)c2c1nnc1cc(Cl)c(F)cc12,354.77,0.0,3.96,83920.8707377954
2537,O=c1ccc2ccccc2o1,146.14,0.0,1.79,83920.82674272379
2538,NS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2)cc1,444.94,1.0,5.58,13.0
2539,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.55,0.0,2.08,83920.8898471995
2540,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,373.42,0.0,4.56,5.0
2541,CC(C)(C)c1cc(-c2nsc(NS(C)(=O)=O)n2)cc(C(C)(C)C)c1O,383.54,0.0,3.88,20000.0
2542,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CN(c3ccccc3Cl)C2=O)cc1,453.95,0.0,4.71,220.0
2543,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(CC(=O)O)cc2)cc1,425.39,0.0,2.83,1800.0
2544,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)c(F)c2)cc1,402.34,0.0,4.24,120.0
2545,COc1ccc2c(c1)c(CC(=O)Oc1cc(C)cc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,461.95,1.0,6.07,8000.0
2546,CCN(CC)C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,412.92,0.0,4.71,25000.0
2547,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOCc2ccc([N+](=O)[O-])cc2)c1Cl,446.29,1.0,5.82,66000.0
2548,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,391.83,0.0,3.17,730.0
2549,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,822.94,3.0,2.25,83920.96940336176
2550,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,391.47,0.0,4.41,83920.8784777668
2551,OC[C@H]1OC2C3[C@@H](CO)OC(O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)C(OC1[C@H](O)[C@H]2O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)[C@H](O)[C@H]3O,1281.13,3.4038330750954784,9.71340024844603,83921.066059591
2552,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,431.82,0.0,3.87,19.95
2553,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,409.84,0.0,4.61,12.88
2554,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,370.43,0.0,4.12,170.0
2555,C[S@@+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,298.36,0.0,2.89,4220.0
2556,O=C(O)Cc1ccc(-c2ccn(C(F)F)c(=O)c2)cc1,279.24,0.0,2.54,890.0
2557,CNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,370.84,0.0,3.59,700.0
2558,CS(=O)(=O)c1ccc(-c2[nH]c(C(=O)C(F)(F)F)cc2-c2ccc(F)cc2)cc1,411.38,0.0,4.64,298200.0
2559,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1C,395.46,0.0,4.22,12.0
2560,Cc1c(CC(=O)NCCCO[N+](=O)[O-])c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,445.86,0.0,3.25,3500.0
2561,CCOC(=O)C(O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2cccc(F)c2)c1C,431.49,0.0,3.59,3800.0
2562,CS(=O)(=O)c1ccc(-c2c(-c3ccc(Cl)cc3)nc3sc(Cl)c(Cl)n23)cc1,457.79,1.0,6.09,3600.0
2563,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3Cl)CC3(CC3)C2)cc1,393.33,1.0,5.88,33.0
2564,CCCCCCc1ccc(-c2ccc(O)c(OC)c2)o1,274.36,0.0,4.78,8400.0
2565,COc1cc2c(CC(=O)NCCCO[N+](=O)[O-])c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,494.33,0.0,4.21,5800.0
2566,COc1cc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,392.24,0.0,4.58,4100.0
2567,CC(C)(C)c1cc(-c2nnc(N=C(N)N)o2)cc(C(C)(C)C)c1O,331.42,0.0,2.94,23000.0
2568,CS(=O)(=O)c1ccc(-c2cccnc2-c2cccnc2)cc1,310.38,0.0,3.21,610.0
2569,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(F)cc3)C2)cc1,407.47,0.0,4.19,350.0
2570,CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1,395.28,1.0,5.87,239.88
2571,CCCCc1cc(-c2ccccc2)n(-c2ccc(S(C)(=O)=O)cc2)n1,354.48,0.0,4.29,10000.0
2572,COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,371.82,0.0,4.02,250.0
2573,Cc1nc(-c2ccccc2)c(-c2ccc(S(N)(=O)=O)cc2)s1,330.43,0.0,3.43,38.0
2574,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,492.41,1.0,6.1,66000.0
2575,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,351.83,0.0,4.22,10.0
2576,CCOc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,411.41,0.0,3.6,640.0
2577,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,302.37,0.0,4.96,120000.0
2578,COc1ccc2c(c1)c(CC(=O)NNCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,461.95,0.0,4.66,2500.0
2579,CCS(=O)(=O)c1ccc(-c2oc(C)nc2-c2ccc(F)cc2)cc1,345.4,0.0,4.25,38000.0
2580,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,461.95,1.0,5.63,40.0
2581,Cc1ccnc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,382.37,0.0,2.91,436.52
2582,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)c(Cl)c2-c2ccc(F)cc2)cc1,384.26,1.0,5.2,69000.0
2583,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccncc2)cc1,367.35,0.0,3.36,100000.0
2584,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(F)cc2)cc1,401.41,1.0,5.04,6.0
2585,COc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,309.41,0.0,3.79,83920.86117608266
2586,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc([N+](=O)[O-])cc2)cc1,412.35,0.0,3.11,2630.0
2587,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(F)c2)cc1,385.34,0.0,3.34,30.0
2588,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,415.37,0.0,3.35,457.09
2589,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,354.41,0.0,3.87,1300.0
2590,CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1,348.37,0.0,3.64,620.0
2591,CC(C)(O)c1scc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,390.5,0.0,4.85,5900.0
2592,COC(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)cc1,504.97,2.0,5.2,58.0
2593,COc1ccc2c(c1)c(CC(=O)OC1CCCCC1)c(C)n2C(=O)c1ccc(Cl)cc1,439.94,1.0,5.72,120.0
2594,COc1ccc2c(c1)c(CC(=O)N[C@@H](C)c1ccc(C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,474.99,1.0,6.03,200.0
2595,COc1ccc2c(c1F)C[S+]([O-])c1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,475.45,0.0,2.97,1513.56
2596,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(F)cc2)n(-c2ccccc2)n1,562.55,2.0,6.28,2540.0
2597,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,392.41,0.0,2.08,83920.87864788508
2598,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],637.74,2.0,5.97,83920.93041068708
2599,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.75,0.0,1.89,83920.86565068888
2600,ClC(Cl)Cl,119.38,0.0,1.99,83920.82110542625
2601,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.41,0.0,2.14,83920.86516053425
2602,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.47,0.0,3.46,83920.87382983089
2603,COc1ccc(CCCNC(=O)c2ccccc2Nc2ccccc2)cc1,360.46,0.0,4.8,150000.0
2604,COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1,346.43,1.0,5.31,150000.0
2605,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(F)cc2)cc1,576.58,2.0,6.59,2840.0
2606,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(F)c2)n(-c2ccccc2)n1,562.55,2.0,6.28,3530.0
2607,CCOC(=O)Cn1nncc1COc1ccc2ccccc2c1-c1c(OCc2cnnn2CC(=O)OCC)ccc2ccccc12,620.67,3.0,5.13,23000.0
2608,Cc1c(C(=O)N(C)c2ccccc2)nc2ccc(Cl)cc2c1O,326.78,0.0,4.18,1740.0
2609,Brc1ccccc1,157.01,0.0,2.45,83920.8290415163
2610,COc1cc(O)c2c(=O)cc(C)oc2c1,206.2,0.0,1.82,20100.0
2611,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1,377.47,0.0,4.91,0.02
2612,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2Cl)cc1,417.32,1.0,5.46,100.0
2613,CC(=O)NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,390.46,0.0,4.33,0.1799
2614,CC/C(=C\c1cc(O)cc(O)c1)c1cccc(F)c1,258.29,0.0,4.19,17700.0
2615,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,368.74,1.0,5.11,103.0
2616,CCCCCCC(Sc1nc(Cl)cc(NCCOc2ccccc2)n1)C(=O)O,423.97,1.0,5.14,10.0
2617,Cc1cccc(Nc2cc(Cl)nc(SC(C)C(=O)O)n2)c1C,337.83,0.0,4.06,10.0
2618,Cc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2C(N)=S)cc1,373.5,0.0,2.79,31850.0
2619,CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,407.42,0.0,4.18,71.0
2620,Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,421.44,0.0,4.49,18.0
2621,CC(C(=O)O)c1ccn(C(F)F)c(=O)c1,217.17,0.0,1.43,5500.0
2622,CS(=O)(=O)Nc1ccncc1Nc1ccccc1,263.32,0.0,2.2,2690.0
2623,NCc1c(-c2ccccc2)c(C(=O)O)c2ccccn12,266.3,0.0,2.76,14910.0
2624,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Cl)cc2)cc1,382.87,0.0,4.8,33.5
2625,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,389.42,0.0,4.26,5.0
2626,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3[C@@H](O)CC(=O)[C@@]3(C)C[C@H]12,264.32,0.0,1.47,3800.0
2627,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@@]1(C)O[C@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\CC[C@@]1(C)O[C@H]21,464.47,0.0,1.16,600.0
2628,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,533.66,1.0,1.64,2200.0
2629,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,491.43,1.0,5.67,66000.0
2630,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,380.79,0.0,3.11,10000.0
2631,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2c(F)cccc2Cl)cc1,455.94,0.0,4.65,3660.0
2632,COc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,435.51,0.0,3.32,330.0
2633,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1,474.37,0.0,4.62,2740.0
2634,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cccc(C)c4nc3Cl)c2=O)cc(OC)c1OC,511.99,1.0,4.31,160.0
